transaction_id,listing_id,property_id,agent_id,customer_id,city,deal_date,deal_price,commission_amount,payment_mode,deal_status
T00000869,L0004941,P000522,A00299,C001997,Khulna,2023-04-04,9827728.0,294832,Cash,Completed
T00000870,L0001486,P004152,A00299,C001846,Khulna,2023-09-26,9642042.0,289261,Mortgage,Completed
T00000871,L0003799,P003541,A00240,C005441,Sylhet,2022-03-05,7903485.0,193635,Cash,Completed
T00000872,L0003934,P000852,A00209,C004213,Khulna,2023-01-16,6819209.0,197757,Cash,Completed
T00000873,L0003245,P003298,A00045,C007490,Chattogram,2024-07-06,9536255.0,223148,Mortgage,Completed
T00000874,L0000914,P001448,A00085,C006359,Dhaka,2022-09-21,28539362.0,630720,Mortgage,Completed
T00000875,L0005415,P004041,A00129,C004077,Chattogram,2022-12-29,11611392.0,217133,Mortgage,Completed
T00000876,L0000762,P001022,A00128,C005944,Mymensingh,2023-12-14,21626023.0,434683,Mortgage,Completed
T00000877,L0005711,P000560,A00268,C001304,Barishal,2022-11-09,15033276.0,377335,Installment,Completed
T00000878,L0002548,P003600,A00158,C007053,Chattogram,2023-04-06,14795922.0,424643,Cash,Completed
T00000879,L0005295,P000468,A00051,C007622,Dhaka,2022-11-03,16661528.0,454860,Mortgage,Completed
T00000880,L0000877,P002236,A00134,C004837,Rajshahi,2024-09-24,7781077.0,229542,Mortgage,Completed
T00000881,L0001924,P000612,A00173,C007112,Barishal,2024-10-01,7831926.0,234958,Mortgage,Completed
T00000882,L0000752,P002385,A00195,C000995,Dhaka,2023-07-07,30757162.0,990381,,Completed
T00000883,L0006937,P001542,A00171,C002295,Dhaka,2024-05-13,28512329.0,786940,Mortgage,Completed
T00000884,L0005045,P000502,A00108,C005015,Sylhet,2023-10-14,12973168.0,284112,Cash,Completed
T00000885,L0002745,P002404,A00128,C000841,Chattogram,2022-12-11,11694148.0,235052,Cash,Completed
T00000886,L0001434,P000761,A00169,C002176,Barishal,2022-05-06,10104109.0,215218,Cash,Completed
T00000887,L0007511,P001901,A00289,C007390,Barishal,2023-06-12,12123890.0,303097,Installment,Completed
T00000888,L0001322,P000778,A00019,C000436,Sylhet,2022-09-20,11717849.0,329272,Mortgage,Completed
T00000889,L0007737,P003085,A00195,C002400,Rangpur,2022-11-02,19166412.0,617158,Mortgage,Completed
T00000890,L0001368,P004176,A00035,C000500,Dhaka,2022-02-22,12508110.0,326462,Installment,Completed
T00000891,L0003127,P000269,A00159,C003548,Sylhet,2022-09-05,9766209.0,314472,Cash,Completed
T00000892,L0005801,P002947,A00145,C003981,Sylhet,2023-12-24,8906824.0,242266,Mortgage,Completed
T00000893,L0003389,P003304,A00238,C004308,Khulna,2024-01-12,9022368.0,226461,Cash,Completed
T00000894,L0005089,P000306,A00164,C001059,Chattogram,2023-07-03,18777201.0,446897,Mortgage,Completed
T00000895,L0006006,P000662,A00010,C000158,Dhaka,2023-02-17,16276937.0,460637,Mortgage,Completed
T00000896,L0005897,P002542,A00202,C007782,Barishal,2022-08-26,3961672.0,96665,Mortgage,Completed
T00000897,L0001628,P000445,A00284,C003040,Rangpur,2024-05-30,11269566.0,236661,Cash,Completed
T00000898,L0007628,P000331,A00258,C001142,Dhaka,2022-10-08,10715145.0,283951,Mortgage,Completed
T00000899,L0000505,P001556,A00071,C002323,Rajshahi,2024-08-20,6343199.0,189662,Cash,Completed
T00000900,L0003906,P004019,A00018,C002966,Chattogram,2023-11-11,38166511.0,1038129,Mortgage,Completed
T00000901,L0001496,P003754,A00030,C002601,Mymensingh,2024-08-31,17494556.0,454858,Cash,Completed
T00000902,L0001027,P001836,A00066,C006774,Dhaka,2023-11-09,11727666.0,241590,Cash,Completed
T00000903,L0003769,P004486,A00027,C004296,Sylhet,2023-06-08,9070225.0,197731,Mortgage,Completed
T00000904,L0006630,P003262,A00300,C001426,Mymensingh,2022-05-16,7817358.0,182144,Installment,Completed
T00000905,L0003731,P002051,A00279,C004807,Mymensingh,2022-07-22,9846593.0,192993,Mortgage,Completed
T00000906,L0007315,P004108,A00168,C001064,Khulna,2023-11-29,9273004.0,273554,Cash,Completed
T00000907,L0007089,P003591,A00026,C000865,Barishal,2024-01-08,8586857.0,230128,Mortgage,Completed
T00000908,L0001072,P000236,A00129,C002231,Dhaka,2022-08-16,15043549.0,281314,Mortgage,Completed
T00000909,L0007218,P001316,A00234,C005143,Rangpur,2023-03-20,8231644.0,253535,Mortgage,Completed
T00000910,L0000212,P001850,A00066,C003136,Chattogram,2023-11-07,10289340.0,211960,Cash,Completed
T00000911,L0006449,P000857,A00213,C005214,Rangpur,2022-04-27,13741369.0,296814,Installment,Completed
T00000912,L0001918,P000042,A00166,C002580,Chattogram,2024-09-12,10621471.0,352633,Mortgage,Completed
T00000913,L0005081,P000261,A00018,C004514,Khulna,2022-09-07,12961377.0,352549,Mortgage,Completed
T00000914,L0008180,P002287,A00136,C005716,Rajshahi,2024-07-14,11756544.0,223374,Mortgage,Completed
T00000915,L0003910,P002761,A00189,C000425,Chattogram,2024-10-29,11718458.0,241400,Mortgage,Completed
T00000916,L0004678,P002463,A00247,C001973,Chattogram,2024-04-13,7887057.0,173515,Installment,Completed
T00000917,L0007184,P001692,A00170,C005575,Rangpur,2023-04-22,4694198.0,133315,Cash,Completed
T00000918,L0007950,P002845,A00223,C006486,Dhaka,2024-05-05,25085438.0,607068,Mortgage,Completed
T00000919,L0001094,P000523,A00044,C003340,Khulna,2022-11-18,7582200.0,265377,Mortgage,Completed
T00000920,L0003674,P003578,A00148,C000642,Khulna,2023-02-05,12493574.0,319835,Cash,Completed
T00000921,L0005243,P002946,A00299,C003974,Chattogram,2023-11-11,27608424.0,828253,Mortgage,Completed
T00000922,L0005261,P001170,A00081,C001593,Chattogram,2024-05-09,8165597.0,186992,Cash,Completed
T00000923,L0000526,P000018,A00044,C000103,Dhaka,2024-04-14,8056698.0,281984,Installment,Completed
T00000924,L0001913,P003510,A00047,C006362,Rangpur,2023-08-28,12959648.0,308440,Cash,Completed
T00000925,L0007435,P000420,A00232,C006151,Mymensingh,2023-12-16,8077021.0,164771,Mortgage,Completed
T00000926,L0007785,P003161,A00026,C002673,Dhaka,2025-01-17,11180498.0,299637,Mortgage,Completed
T00000927,L0005357,P000224,A00120,C001315,Dhaka,2022-02-25,13380895.0,363960,Mortgage,Completed
T00000928,L0001251,P003461,A00130,C007716,Mymensingh,2023-07-27,24377877.0,675267,Cash,Completed
T00000929,L0007131,P004059,A00143,C003817,Dhaka,2024-04-03,12927001.0,346444,Cash,Completed
T00000930,L0006406,P000411,A00099,C004263,Chattogram,2022-08-24,19809614.0,558631,Mortgage,Completed
T00000931,L0000443,P000085,A00081,C007141,Chattogram,2022-04-04,13877541.0,317796,Mortgage,Completed
T00000932,L0006605,P001245,A00013,C005051,Dhaka,2023-11-02,,305054,Cash,Completed
T00000933,L0000987,P003451,A00127,C005711,Mymensingh,2024-08-10,6440488.0,155860,Cash,Completed
T00000934,L0004861,P002869,A00268,C000932,Dhaka,2023-03-25,18833953.0,472732,Mortgage,Completed
T00000935,L0002222,P000091,A00292,C002077,Rajshahi,2022-04-02,6585434.0,163977,Mortgage,Completed
T00000936,L0007485,P000128,A00200,C000031,Mymensingh,2024-06-08,5530909.0,133848,Mortgage,Completed
T00000937,L0002788,P001216,A00061,C006076,Rangpur,2024-09-17,8121591.0,208725,Mortgage,Completed
T00000938,L0000523,P001769,A00106,C001286,Dhaka,2023-10-10,14548378.0,232774,Installment,Completed
T00000939,L0008500,P000393,A00028,C005591,Sylhet,2023-08-29,8515997.0,169468,Mortgage,Completed
T00000940,L0000782,P003586,A00188,C003660,Chattogram,2022-06-23,10672569.0,275352,Cash,Completed
T00000941,L0001723,P003536,A00059,C003524,Dhaka,2024-09-21,34597484.0,951431,Installment,Completed
T00000942,L0007434,P003994,A00107,C005574,Dhaka,2022-10-21,9141657.0,198374,Cash,Completed
T00000943,L0007975,P004318,A00122,C007023,Mymensingh,2024-02-12,10574805.0,291865,Cash,Completed
T00000944,L0005549,P002438,A00235,C003663,Mymensingh,2023-04-24,9158192.0,186827,Installment,Completed
T00000945,L0003741,P004178,A00193,C001937,Chattogram,2023-11-30,11689789.0,289907,Mortgage,Completed
T00000946,L0006035,P004348,A00180,C002054,Mymensingh,2024-07-02,8771502.0,199990,Cash,Completed
T00000947,L0006696,P000834,A00245,C001396,Chattogram,2022-09-21,24256757.0,497264,Mortgage,Completed
T00000948,L0002964,P003705,A00036,C001944,Dhaka,2025-01-05,20713831.0,466061,Cash,Completed
T00000949,L0000423,P003515,A00170,C004217,Rangpur,2025-02-02,7451713.0,211629,Mortgage,Completed
T00000950,L0007694,P003862,A00247,C002778,Khulna,2023-04-20,14089355.0,309966,Cash,Completed
T00000951,L0007285,P000578,A00121,C006296,Barishal,2023-11-14,12597092.0,303590,Mortgage,Completed
T00000952,L0002210,P003946,A00094,C005852,Rajshahi,2023-01-18,15132621.0,416147,,Completed
T00000953,L0004292,P000558,A00257,C000228,Dhaka,2023-08-25,19279514.0,491628,Mortgage,Completed
T00000954,L0007907,P000188,A00049,C005567,Dhaka,2024-01-15,15124165.0,366005,Cash,Completed
T00000955,L0005425,P000861,A00214,C000054,Barishal,2022-12-01,15324580.0,317219,Mortgage,Completed
T00000956,L0005631,P003940,A00192,C004156,Dhaka,2023-06-29,12780685.0,253058,Mortgage,Completed
T00000957,L0006530,P003190,A00292,C004543,Dhaka,2023-03-24,13564789.0,337763,Cash,Completed
T00000958,L0001219,P000231,A00081,C000395,Rangpur,2023-08-17,7445200.0,170495,Mortgage,Completed
T00000959,L0007097,P001529,A00025,C000696,Chattogram,2023-12-13,11296242.0,218017,Mortgage,Completed
T00000960,L0004186,P002348,A00143,C001128,Rangpur,2022-11-26,5007707.0,134207,Mortgage,Completed
T00000961,L0000596,P004292,A00127,C000489,Dhaka,2024-05-10,22744892.0,550426,Mortgage,Completed
T00000962,L0003113,P000356,A00125,C004502,Sylhet,2024-05-27,13347893.0,278971,Mortgage,Completed
T00000963,L0001029,P001646,A00220,C000294,Dhaka,2022-12-09,28470449.0,569409,Mortgage,Completed
T00000964,L0006038,P003652,A00078,C004674,Chattogram,2023-10-15,19999484.0,363991,Mortgage,Completed
T00000965,L0000018,P000034,A00228,C003240,Mymensingh,2023-02-13,21445574.0,561874,Cash,Completed
T00000966,L0004732,P002344,A00183,C007113,Dhaka,2023-10-07,20308143.0,647830,Mortgage,Completed
T00000967,L0006460,P003099,A00124,C003202,Sylhet,2022-04-20,13331599.0,370618,Mortgage,Completed
T00000968,L0004226,P002339,A00124,C007222,Khulna,2024-06-07,5989095.0,166497,Cash,Completed
T00000969,L0007135,P002825,A00034,C007645,Dhaka,2023-02-14,15181183.0,381048,Cash,Completed
T00000970,L0007177,P001692,A00272,C005914,Rangpur,2023-09-05,4542030.0,125814,Mortgage,Completed
T00000971,L0006584,P004287,A00267,C005293,Dhaka,2023-03-28,19507632.0,509149,Mortgage,Completed
T00000972,L0008194,P003070,A00184,C000431,Dhaka,2025-01-16,27653955.0,840680,Cash,Completed
T00000973,L0003707,P002807,A00271,C006564,Dhaka,2023-04-05,8014221.0,138646,Mortgage,Completed
T00000974,L0000356,P003902,A00004,C005933,Dhaka,2025-01-17,20206506.0,525369,Installment,Completed
T00000975,L0008174,P003808,A00098,C002212,Barishal,2023-10-23,6717257.0,155169,Mortgage,Completed
T00000976,L0005842,P003084,A00014,C005360,Dhaka,2022-03-17,22356471.0,507492,Cash,Completed
T00000977,L0001619,P001466,A00204,C007805,Dhaka,2024-12-29,11589782.0,231796,Mortgage,Completed
T00000978,L0002589,P002413,A00111,C003958,Chattogram,2024-10-31,10608371.0,225958,Mortgage,Completed
T00000979,L0001386,P004009,A00091,C004622,Dhaka,2022-06-07,38516337.0,1024535,Cash,Completed
T00000980,L0007338,P002979,A00213,C002967,Chattogram,2025-02-17,12903599.0,278718,Cash,Completed
T00000981,L0008207,P003850,A00295,C001907,Dhaka,2022-03-20,17819845.0,367089,Cash,Completed
T00000982,L0002893,P002755,A00169,C003886,Dhaka,2024-03-21,15148632.0,322666,Mortgage,Completed
T00000983,L0000184,P000946,A00158,C001206,Rajshahi,2023-10-27,11638766.0,334033,Cash,Completed
T00000984,L0000085,P000744,A00084,C002683,Chattogram,2024-10-08,7982382.0,208340,Installment,Completed
T00000985,L0003762,P003715,A00001,C004802,Chattogram,2024-01-31,10675872.0,276505,Cash,Completed
T00000986,L0003103,P002643,A00182,C006481,Chattogram,2023-08-09,10752786.0,340863,Cash,Completed
T00000987,L0002302,P002765,A00183,C005885,Khulna,2022-05-17,23369600.0,745490,Cash,Completed
T00000988,L0001551,P004198,A00197,C001872,Khulna,2023-07-03,10238932.0,255973,Cash,Completed
T00000989,L0007706,P002923,A00082,C000228,Mymensingh,2022-09-04,4616541.0,69248,Mortgage,Completed
T00000990,L0007463,P001207,A00002,C005748,Chattogram,2024-12-16,16841465.0,528822,Cash,Completed
T00000991,L0006151,P001527,A00033,C006946,Dhaka,2023-05-09,33497629.0,777145,Installment,Completed
T00000992,L0007940,P002475,A00272,C007336,Barishal,2024-10-26,6414532.0,177683,Cash,Completed
T00000993,L0000053,P001003,A00013,C002153,Barishal,2024-04-07,8322252.0,225533,Cash,Completed
T00000994,L0004831,P000306,A00237,C001420,Chattogram,2024-04-20,18300674.0,322092,Mortgage,Completed
T00000995,L0003333,P001148,A00181,C002263,Barishal,2025-01-29,7538794.0,150022,Cash,Completed
T00000996,L0001387,P003179,A00269,C004986,Chattogram,2022-10-07,7944037.0,208928,Mortgage,Completed
T00000997,L0003106,P004285,A00212,C006575,Mymensingh,2023-11-12,6935690.0,174779,Cash,Completed
T00000998,L0005308,P000375,A00052,C001124,Mymensingh,2024-11-30,16811724.0,455598,Mortgage,Completed
T00000999,L0001595,P000632,A00186,C007029,Chattogram,2022-02-17,,674948,Mortgage,Disputed
T00001000,L0005654,P003510,A00244,C005596,Rangpur,2024-09-20,11242106.0,350754,Mortgage,Completed
T00001001,L0007705,P001866,A00197,C002873,Dhaka,2024-12-27,8569587.0,214240,Cash,Completed
T00001002,L0008487,P000090,A00108,C003126,Chattogram,2024-05-26,28753910.0,629711,Mortgage,Completed
T00001003,L0002824,P002254,A00173,C001932,Dhaka,2025-01-29,11994154.0,359825,Cash,Completed
T00001004,L0002591,P001891,A00124,C004725,Rajshahi,2023-04-19,7090508.0,197116,Mortgage,Completed
T00001005,L0002899,P000734,A00163,C002547,Rajshahi,2024-02-02,7844009.0,196100,Mortgage,Completed
T00001006,L0005013,P003049,A00089,C006514,Sylhet,2022-09-30,7603629.0,262325,Mortgage,Completed
T00001007,L0001347,P002893,A00202,C000157,Sylhet,2024-11-10,7672550.0,187210,Installment,Completed
T00001008,L0005834,P002151,A00296,C005075,Khulna,2022-05-02,9023569.0,183178,Installment,Completed
T00001009,L0001796,P002837,A00264,C006264,Rangpur,2024-11-14,7354456.0,169152,Cash,Completed
T00001010,L0007663,P001092,A00172,C006556,Khulna,2023-10-01,7708058.0,206576,Cash,Completed
T00001011,L0000136,P000166,A00300,C007321,Dhaka,2024-10-01,23932195.0,557620,Mortgage,Completed
T00001012,L0000774,P000945,A00250,C006681,Sylhet,2024-11-28,9316736.0,286024,Mortgage,Completed
T00001013,L0005824,P000989,A00088,C006315,Mymensingh,2024-09-26,9786784.0,258371,Cash,Completed
T00001014,L0005966,P002498,A00287,C006161,Chattogram,2022-11-28,6833239.0,118898,Mortgage,Completed
T00001015,L0004272,P003223,A00246,C002313,Dhaka,2022-10-12,13409965.0,315134,Cash,Completed
T00001016,L0005121,P001807,A00214,C000921,Rangpur,2023-07-29,5627342.0,116486,Installment,Completed
T00001017,L0000066,P000764,A00296,C004314,Dhaka,2022-06-30,18995439.0,385607,Cash,Completed
T00001018,L0004582,P002708,A00191,C004975,Khulna,2023-09-02,9100039.0,229321,Cash,Completed
T00001019,L0003173,P003182,A00157,C003698,Sylhet,2024-02-23,14854279.0,377299,Mortgage,Completed
T00001020,L0002357,P001550,A00195,C005325,Dhaka,2023-01-26,16276052.0,524089,Cash,Completed
T00001021,L0006050,P000740,A00070,C007930,Dhaka,2023-05-02,14339339.0,368521,Cash,Completed
T00001022,L0003000,P002880,A00298,C004395,Dhaka,2022-03-15,,247803,Cash,Completed
T00001023,L0001245,P000839,A00168,C005524,Chattogram,2023-09-01,12826235.0,378374,Mortgage,Completed
T00001024,L0002944,P000450,A00208,C003437,Chattogram,2023-01-01,7601861.0,186246,Cash,Completed
T00001025,L0001156,P002089,A00173,C003581,Sylhet,2023-01-20,26951102.0,808533,Installment,Completed
T00001026,L0000696,P003586,A00006,C002791,Chattogram,2024-02-22,12646182.0,232690,Mortgage,Completed
T00001027,L0003916,P001875,A00298,C001185,Chattogram,2024-02-22,10118069.0,265093,Mortgage,Completed
T00001028,L0004025,P004327,A00151,C004124,Khulna,2023-02-08,9011885.0,166720,Mortgage,Completed
T00001029,L0006422,P001896,A00109,C006562,Dhaka,2024-02-11,15914861.0,249863,Cash,Completed
T00001030,L0008499,P001014,A00297,C006168,Chattogram,2022-03-14,13717591.0,282582,Cash,Completed
T00001031,L0003945,P001878,A00057,C002447,Mymensingh,2024-10-11,17123399.0,405825,Cash,Completed
T00001032,L0004412,P002480,A00224,C003424,Dhaka,2022-02-05,12428501.0,282127,Mortgage,Completed
T00001033,L0002186,P002662,A00101,C004602,Dhaka,2022-03-13,41887630.0,971793,Cash,Completed
T00001034,L0007384,P001289,A00077,C002953,Sylhet,2022-10-27,12263339.0,302904,Cash,Completed
T00001035,L0006497,P004312,A00209,C005391,Chattogram,2023-10-01,12334541.0,357702,Mortgage,Completed
T00001036,L0007234,P000606,A00078,C007409,Chattogram,2023-09-08,12585514.0,229056,Installment,Completed
T00001037,L0001998,P003634,A00241,C000926,Dhaka,2022-12-12,19904533.0,595146,Mortgage,Completed
T00001038,L0001063,P002323,A00261,C005218,Mymensingh,2023-05-01,17878465.0,396902,Cash,Completed
T00001039,L0000353,P001372,A00062,C005939,Rajshahi,2024-09-09,3524567.0,82475,Cash,Completed
T00001040,L0000846,P004077,A00070,C004442,Dhaka,2022-08-13,12357425.0,317586,Mortgage,Completed
T00001041,L0004766,P003590,A00155,C007644,Chattogram,2023-12-18,21193864.0,442952,Cash,Completed
T00001042,L0006861,P003590,A00209,C001708,Chattogram,2022-02-01,20005492.0,580159,Mortgage,Completed
T00001043,L0004203,P002903,A00179,C006515,Chattogram,2024-07-08,24769484.0,626668,Mortgage,Completed
T00001044,L0001159,P000506,A00126,C003929,Chattogram,2024-07-01,26284903.0,657123,Mortgage,Completed
T00001045,L0004827,P003815,A00010,C006213,Khulna,2024-12-26,6831968.0,193345,Mortgage,Completed
T00001046,L0000579,P000053,A00053,C004780,Barishal,2022-07-11,,132398,Cash,Completed
T00001047,L0002477,P001758,A00200,C004178,Khulna,2022-05-03,5622921.0,136075,Mortgage,Completed
T00001048,L0006267,P002609,A00162,C000841,Rajshahi,2022-03-31,9846468.0,210714,Cash,Completed
T00001049,L0005527,P004479,A00160,C007039,Khulna,2023-03-26,19770314.0,535776,,Completed
T00001050,L0005951,P004305,A00228,C002650,Dhaka,2022-02-27,43838407.0,1148566,Mortgage,Completed
T00001051,L0003179,P003595,A00165,C001483,Rajshahi,2022-04-06,13496318.0,282073,Mortgage,Completed
T00001052,L0005194,P003682,A00146,C001218,Chattogram,2022-09-18,9409808.0,227717,Cash,Completed
T00001053,L0003957,P002980,A00191,C001923,Dhaka,2024-04-19,14983825.0,377592,Mortgage,Completed
T00001054,L0007957,P000735,A00114,C004611,Chattogram,2022-02-21,8290494.0,198972,Cash,Completed
T00001055,L0006392,P002592,A00263,C005831,Mymensingh,2022-04-18,21583427.0,509369,Cash,Completed
T00001056,L0005609,P003156,A00252,C003107,Chattogram,2025-01-03,9106388.0,215821,Cash,Completed
T00001057,L0008388,P003134,A00134,C001835,Dhaka,2024-08-01,18820545.0,555206,Cash,Completed
T00001058,L0006555,P004440,A00037,C006630,Dhaka,2022-05-11,14677873.0,394835,Mortgage,Completed
T00001059,L0000751,P002208,A00048,C000622,Khulna,2023-07-17,11615872.0,277619,Mortgage,Completed
T00001060,L0006558,P003100,A00086,C002722,Dhaka,2024-05-21,8311670.0,163740,Mortgage,Completed
T00001061,L0004745,P002854,A00152,C005293,Rajshahi,2024-12-07,8044843.0,128717,Cash,Completed
T00001062,L0005126,P001612,A00187,C005040,Mymensingh,2022-11-13,9358000.0,233950,Cash,Completed
T00001063,L0002820,P003707,A00047,C001386,Chattogram,2024-02-12,13331233.0,317283,Cash,Completed
T00001064,L0007468,P001699,A00245,C005781,Barishal,2024-01-10,7669356.0,157222,Mortgage,Completed
T00001065,L0000280,P001629,A00219,C002762,Chattogram,2022-07-29,10769767.0,263859,Mortgage,Completed
T00001066,L0007107,P001015,A00101,C007439,Chattogram,2023-09-21,13848691.0,321290,Cash,Completed
T00001067,L0001003,P000921,A00135,C001836,Khulna,2024-09-04,7974162.0,126789,Mortgage,Completed
T00001068,L0000399,P002500,A00040,C000775,Dhaka,2022-07-24,11448219.0,349171,Cash,Disputed
T00001069,L0003718,P004405,A00145,C007167,Chattogram,2024-04-12,18403816.0,500584,Cash,Completed
T00001070,L0003572,P003039,A00086,C007345,Rajshahi,2024-06-10,19884797.0,391731,Mortgage,Completed
T00001071,L0006586,P001475,A00223,C001744,Mymensingh,2023-12-05,13826862.0,334610,Mortgage,Completed
T00001072,L0003778,P002628,A00134,C007322,Dhaka,2024-10-06,13621321.0,401829,Installment,Completed
T00001073,L0000391,P002886,A00201,C005070,Rangpur,2023-12-25,10989577.0,227484,Cash,Completed
T00001074,L0001776,P002925,A00165,C001316,Mymensingh,2024-07-07,7646103.0,159804,Cash,Completed
T00001075,L0005124,P003586,A00196,C000994,Chattogram,2024-09-16,13034317.0,372781,Installment,Completed
T00001076,L0006960,P001907,A00286,C003482,Rajshahi,2024-03-06,7868052.0,199062,Mortgage,Completed
T00001077,L0001711,P001774,A00166,C005769,Dhaka,2022-06-28,32473434.0,1078118,Mortgage,Completed
T00001078,L0001183,P004400,A00165,C001194,Sylhet,2022-04-24,14810233.0,309534,Mortgage,Completed
T00001079,L0006361,P001196,A00227,C003908,Dhaka,2023-03-23,12805715.0,288129,Cash,Completed
T00001080,L0001841,P000673,A00263,C005063,Mymensingh,2025-01-22,4503843.0,106291,Mortgage,Completed
T00001081,L0001279,P002369,A00002,C003790,Rajshahi,2024-12-22,9479864.0,297668,Cash,Completed
T00001082,L0005007,P003953,A00020,C004341,Dhaka,2023-11-27,14164951.0,379621,Mortgage,Completed
T00001083,L0000320,P001945,A00048,C002074,Dhaka,2023-12-13,16081588.0,384350,Mortgage,Completed
T00001084,L0004353,P000271,A00142,C002228,Barishal,2023-08-12,5247012.0,107564,Cash,Completed
T00001085,L0005312,P003864,A00157,C007283,Mymensingh,2023-05-01,5848295.0,148547,Cash,Completed
T00001086,L0007462,P002205,A00081,C001752,Barishal,2023-09-03,8984193.0,205738,Cash,Completed
T00001087,L0005587,P002829,A00108,C001868,Dhaka,2024-10-11,19622353.0,429730,Installment,Completed
T00001088,L0001906,P002704,A00295,C000110,Mymensingh,2023-10-20,10224470.0,210624,Cash,Completed
T00001089,L0003804,P002735,A00253,C003208,Dhaka,2024-10-07,11824312.0,385473,Installment,Completed
T00001090,L0001101,P003774,A00208,C007095,Barishal,2023-09-05,9425182.0,230917,Cash,Completed
T00001091,L0002670,P002641,A00077,C007533,Chattogram,2022-03-07,10625536.0,262451,,Completed
T00001092,L0006701,P004429,A00158,C006632,Rajshahi,2022-02-26,15216693.0,436719,Installment,Completed
T00001093,L0004328,P001126,A00107,C000448,Dhaka,2022-06-09,9078931.0,197013,Mortgage,Completed
T00001094,L0004809,P000585,A00107,C005558,Dhaka,2024-12-03,20086936.0,435887,Mortgage,Completed
T00001095,L0001246,P003137,A00199,C006869,Dhaka,2024-02-14,13198160.0,332594,Cash,Completed
T00001096,L0004622,P003572,A00144,C000047,Khulna,2024-12-27,5048856.0,127231,Installment,Completed
T00001097,L0007770,P004445,A00108,C005261,Rajshahi,2024-01-23,13583321.0,297475,Cash,Completed
T00001098,L0003132,P002332,A00050,C006699,Sylhet,2022-07-09,4629471.0,94904,Cash,Completed
T00001099,L0003886,P004219,A00004,C005128,Sylhet,2024-07-07,5686049.0,147837,Mortgage,Completed
T00001100,L0001507,P000201,A00082,C002599,Chattogram,2024-01-24,11972347.0,179585,Mortgage,Completed
T00001101,L0001308,P001087,A00026,C005110,Chattogram,2023-11-20,16130524.0,432298,Mortgage,Completed
T00001102,L0004782,P001675,A00085,C003775,Rajshahi,2023-06-09,11845638.0,261789,Cash,Completed
T00001103,L0004195,P001006,A00239,C000255,Khulna,2022-10-06,10005167.0,251130,Cash,Completed
T00001104,L0003882,P001744,A00287,C000909,Khulna,2025-01-13,5436679.0,94598,Mortgage,Completed
T00001105,L0002270,P003002,A00063,C007091,Rangpur,2022-05-17,6934097.0,224665,Mortgage,Completed
T00001106,L0003083,P001178,A00032,C007803,Sylhet,2024-05-07,6758134.0,208151,Installment,Completed
T00001107,L0000094,P000117,A00041,C004019,Dhaka,2023-01-31,39585416.0,823377,Mortgage,Completed
T00001108,L0007771,P004236,A00134,C006571,Khulna,2023-07-20,6366577.0,187814,Mortgage,Completed
T00001109,L0001888,P003081,A00300,C004685,Chattogram,2023-06-23,23583928.0,549506,Mortgage,Completed
T00001110,L0007574,P000955,A00109,C005196,Barishal,2025-02-02,8231916.0,129241,Mortgage,Completed
T00001111,L0001544,P001710,A00288,C000157,Chattogram,2024-04-24,8851325.0,152243,Cash,Completed
T00001112,L0006540,P001239,A00124,C005262,Dhaka,2023-07-19,41867666.0,1163921,Installment,Completed
T00001113,L0004975,P000833,A00272,C000780,Dhaka,2023-11-20,11862162.0,328582,Mortgage,Completed
T00001114,L0006958,P001202,A00063,C000746,Chattogram,2023-05-12,13264004.0,429754,Mortgage,Completed
T00001115,L0004828,P003436,A00089,C002857,Chattogram,2023-02-26,11323666.0,390666,Cash,Completed
T00001116,L0005737,P003148,A00165,C004964,Chattogram,2024-08-07,12830038.0,268148,Cash,Completed
T00001117,L0007974,P001329,A00206,C005493,Rajshahi,2024-02-01,16406283.0,436407,Cash,Completed
T00001118,L0005874,P003936,A00114,C001416,Mymensingh,2024-12-21,6430837.0,154340,Mortgage,Completed
T00001119,L0005653,P004368,A00031,C007193,Khulna,2024-09-26,5476638.0,123224,Cash,Completed
T00001120,L0006853,P002546,A00287,C000089,Sylhet,2024-03-11,10331605.0,179770,Cash,Completed
T00001121,L0007506,P003555,A00242,C007940,Chattogram,2023-02-25,11995298.0,179929,Installment,Completed
T00001122,L0005319,P003511,A00251,C004157,Chattogram,2023-07-05,10475500.0,338359,Installment,Completed
T00001123,L0004304,P000447,A00084,C001860,Dhaka,2024-08-30,51184811.0,1335924,Mortgage,Completed
T00001124,L0008240,P003130,A00225,C006306,Dhaka,2022-03-19,15914807.0,413785,Cash,Completed
T00001125,L0007215,P001000,A00295,C004288,Khulna,2024-11-10,12129706.0,249872,Cash,Completed
T00001126,L0002217,P003495,A00116,C005340,Dhaka,2023-10-17,31974637.0,792971,,Completed
T00001127,L0007811,P000055,A00028,C005933,Chattogram,2022-09-26,8646944.0,172074,Mortgage,Completed
T00001128,L0006195,P002871,A00193,C003801,Dhaka,2023-12-27,10694011.0,265211,Mortgage,Completed
T00001129,L0007091,P001091,A00289,C007315,Chattogram,2024-07-13,17406660.0,435166,Mortgage,Completed
T00001130,L0007653,P001378,A00231,C007187,Khulna,2023-06-14,8986170.0,234539,Mortgage,Completed
T00001131,L0006607,P003374,A00143,C001347,Khulna,2024-05-12,10179416.0,272808,Installment,Completed
T00001132,L0003987,P001983,A00185,C000526,Chattogram,2024-04-12,,786896,Cash,Completed
